Finalize,Verify,Follow-Up,Trapped Date,Is Import,Facility,Trap,Trap Is Offsite,Trapping Session Name,Target Species,Target Run,Trapping Session Comments,Fish ID,Count,Species,Run,Sex,Origin,Origin Expression,Origin Description,Origin Start Date,Origin End Date,Origin Creator,Origin Creation Date,Living Status,Length,Age Designation,Age Calculated,Age Criteria Start Length,Age Criteria End Length,Age Criteria Start Date,Age Criteria End Date,Moved To Facility,Moved To,Moved To Location Type,Moved To Is Offsite,Offsite Owner Facility,Offsite Location Latitude,Offsite Location Longitude,Offsite Location Description,Disposition,Release Site,Release Site Latitude,Release Site Longitude,Purpose,Existing Marks,Existing Marks Quantity,Applied Marks,Applied Marks Quantity,Existing Tags,Applied Tags,Existing CWT,Existing CWT Value,Applied CWT,Applied CWT Value,Existing PIT,Applied PIT,Samples,Conditions,Recap,Injected,Weight,Notes,Group Notes,Import Custom
FALSE,FALSE,FALSE,9/2/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/02/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3263,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,610,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/2/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/02/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3264,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,576,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5927,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/2/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/02/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3265,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,608,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5928,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/3/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/03/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3266,1,Chinook,Spring,Female,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,790,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,NA,NA,NA,NA,NA,NA,GEN 1036,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/3/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/03/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3267,1,Chinook,Spring,Male,Unknown,Not Existing Adipose Clipped [Mark AD]  and Existing Coded Wire Tag-Unknown [Tag CWT-UNK],Unknown origin: missing Adipose clip and CWT presence was not recorded,NA,NA,oregon,8/5/2021,Alive,497,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Unknown,NA,NA,NA,NA,NA,GEN 1037,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/3/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/03/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3268,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,490,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/3/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/03/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3269,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,625,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/3/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/03/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3270,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,565,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,3D9.1C2DF04A8D,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/3/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/03/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3271,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,600,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/3/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/03/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3272,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,590,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5930,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/3/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/03/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3273,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,585,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5931,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/3/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/03/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3274,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,629,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5932,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/3/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/03/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3275,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,584,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5933,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/3/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/03/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3276,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,545,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5934,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/3/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/03/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3277,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,575,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5935,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/5/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/05/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3278,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,645,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,NA,NA,NA,NA,NA,NA,GEN 1038,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/5/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/05/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3279,1,Chinook,Spring,Female,Unknown,Not Existing Adipose Clipped [Mark AD]  and Existing Coded Wire Tag-Unknown [Tag CWT-UNK],Unknown origin: missing Adipose clip and CWT presence was not recorded,NA,NA,oregon,8/5/2021,Alive,790,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Unknown,NA,NA,NA,3D9.1C2D475177,NA,GEN 1039,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/5/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/05/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3280,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,583,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5936,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/5/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/05/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3281,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,615,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5937,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/5/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/05/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3282,1,Chinook,Spring,Male,Unknown,Not Existing Adipose Clipped [Mark AD]  and Existing Coded Wire Tag-Unknown [Tag CWT-UNK],Unknown origin: missing Adipose clip and CWT presence was not recorded,NA,NA,oregon,8/5/2021,Alive,575,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,UNC,1,ROP,1,NA,NA,Unknown,NA,NA,NA,NA,NA,GEN 1040,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/5/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/05/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3283,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,550,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/5/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/05/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3284,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,575,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5938,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/5/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/05/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3285,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,470,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/5/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/05/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3286,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,545,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,3D9.1C2DF08989,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/5/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/05/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3287,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,580,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/5/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/05/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3288,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,595,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Big Sheep Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/5/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/05/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3289,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Alive,645,Adult,TRUE,631,1300,1/1/2013,1/30/2030,Lookingglass Fish Hatchery,Above Imnaha Weir,Release Site,FALSE,NA,NA,NA,NA,Released,Above Imnaha Weir,45.189998626709,-116.870002746582,Natural Spawning,AD,1,ROP,1,NA,NA,NA,NA,NA,NA,NA,NA,GEN 1041,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/8/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/08/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3290,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,533,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Lick Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,LOP,1,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5944,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/8/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/08/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3291,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,617,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Lick Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,LOP,1,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5945,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/8/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/08/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3292,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,620,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Lick Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/8/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/08/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3293,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,626,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Lick Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/8/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/08/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3294,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,580,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Lick Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/8/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/08/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3295,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,555,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Lick Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,3D9.1C2DF320F6,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/8/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/08/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3296,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,537,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Lick Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/8/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/08/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3297,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,604,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Lick Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,LOP,1,NA,NA,Present,NA,NA,NA,NA,NA,SNOUT 14K5946,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/8/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/08/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3298,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,535,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Lick Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
FALSE,FALSE,FALSE,9/8/2014,FALSE,Lookingglass Fish Hatchery,Imnaha River Weir,FALSE,Session - 09/08/2014 Imnaha River Weir 8:00 AM PST,Chinook,Spring,NA,3299,1,Chinook,Spring,Male,Hatchery,Existing Adipose Clipped [Mark AD]  or Existing Coded Wire Tag [Tag CWT],Hatchery,NA,NA,Default,5/17/2017,Killed,585,Jack/Jill,TRUE,400,630,1/1/2013,1/31/2030,Lookingglass Fish Hatchery,Lick Creek,Disposal,FALSE,NA,NA,NA,NA,Disposed,NA,NA,NA,Nutrient Enhancement,AD,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA
